Index1,Index2,Index3,Index4,Column1_Array,Column2_Array
pot,phen,scan_oh,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[27.907733,22.930400,19.666475,17.365233,15.645330,14.297658,13.200631,
 12.280783,11.491005,10.800195,10.186907,9.636075,9.136576,8.680507,
 8.261237,7.873953,7.514723,7.180312,6.868132,6.576110,6.302059,6.044627,
 5.802352,5.573956,5.358370,5.154635,4.961874,4.779320,4.606257,4.442034,
 4.286081,4.137869,3.996865,3.862645,3.734786,3.612901,3.496635,3.385654,
 3.279654,3.178342,3.081463,2.988769,2.900025,2.815020,2.733549,2.655437,
 2.655437,2.024596,1.589410]"
pot,phen,scan_oh,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[27.222856,22.540838,19.456354,17.263325,15.608474,14.299414,13.224713,
 12.317125,11.533181,10.844416,10.230835,9.678342,9.176429,8.717582,
 8.295413,7.905258,7.543272,7.206271,6.891688,6.597462,6.321397,6.062140,
 5.818187,5.588325,5.371396,5.166449,4.972604,4.789067,4.615120,4.450101,
 4.293432,4.144574,4.002988,3.868243,3.739909,3.617594,3.500938,3.389606,
 3.283286,3.181683,3.084540,2.991605,2.902655,2.817438,2.735785,2.657507,
 2.657507,2.025597,1.589934]"
pot,phen,scan_oh,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[50.459527,38.501152,29.840178,23.543481,18.948484,15.580723,13.098767,
 11.256299,9.875510,8.828052,8.021260,7.388235,6.880884,6.465048,6.116748,
 5.819043,5.559713,5.329744,5.122449,4.932869,4.757351,4.593207,4.438468,
 4.291683,4.151782,4.017970,3.889652,3.766376,3.647797,3.533646,3.423706,
 3.317800,3.215775,3.117495,3.022836,2.931678,2.843907,2.759407,2.678066,
 2.599771,2.524413,2.451879,2.382061,2.314854,2.250153,2.187857]"
pot,phen,scan_phen_O_tetramer,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000]","[-19.937486,-23.581048,-25.866953,-27.144055,-27.680660,-27.685219,
 -27.310859,-26.672495,-25.855595,-24.918698,-23.912172,-22.867016,
 -21.804939,-20.746972,-19.705356,-18.691066,-17.707983,-16.762481,
 -15.857805,-14.995951,-14.175467,-13.403759,-12.673199,-11.985252,
 -11.336816,-10.731770,-10.162850,-9.629981,-9.131220,-8.664607,-8.228194,
 -7.820006,-7.438179,-7.080956,-6.745240,-6.432234,-6.139055,-5.864580,
 -5.606913,-5.364810,-5.137710,-4.924297,-4.723587,-4.534680,-4.356744,
 -4.188612,-4.029882,-3.881362,-3.740186,-3.606671,-3.479421,-3.359734,
 -3.248694,-3.138653,-3.036475,-2.939395,-2.847092,-2.759266,-2.675635,
 -2.595940,-2.519953,-2.447042,-2.378230,-2.312070,-2.248829,-2.188316]"
pot,phen,scan_phen_O_tetramer,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000]","[-22.374036,-25.514067,-27.396739,-28.350108,-28.628509,-28.424820,
 -27.883246,-27.110315,-26.184071,-25.161437,-24.082643,-22.979721,
 -21.874512,-20.781603,-19.714218,-18.676635,-17.679658,-16.721366,
 -15.811088,-14.944417,-14.123097,-13.348474,-12.618085,-11.931185,
 -11.286286,-10.681547,-10.115071,-9.583202,-9.088711,-8.624810,-8.190981,
 -7.785318,-7.405938,-7.051035,-6.718915,-6.406754,-6.116749,-5.842524,
 -5.586501,-5.346211,-5.120548,-4.908450,-4.708950,-4.521161,-4.344268,
 -4.177026,-4.019284,-3.870670,-3.730221,-3.597391,-3.471652,-3.352540,
 -3.239611,-3.132467,-3.030737,-2.934064,-2.842140,-2.754664,-2.671360,
 -2.591981,-2.516271,-2.443618,-2.375028,-2.309085,-2.246059,-2.185734]"
pot,phen,scan_phen_O_tetramer,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000,8.100000,8.200000,8.300000,8.400000,8.500000,8.600000,
 8.700000,8.800000,8.900000,9.000000,9.100000,9.200000,9.300000,9.400000,
 9.500000,9.600000,9.700000,9.800000,9.900000,10.000000]","[-23.041320,-26.316503,-28.639344,-30.159916,-31.023030,-31.362540,
 -31.296507,-30.925186,-30.330678,-29.577980,-28.717392,-27.787030,
 -26.815279,-25.822772,-24.824168,-23.829563,-22.845804,-21.877461,
 -20.927782,-19.998976,-19.092850,-18.211001,-17.354747,-16.525407,
 -15.724128,-14.952006,-14.209898,-13.498517,-12.818397,-12.169734,
 -11.552595,-10.966762,-10.411774,-9.886933,-9.391506,-8.924376,-8.484530,
 -8.070669,-7.681560,-7.315890,-6.972415,-6.649791,-6.346746,-6.062089,
 -5.794642,-5.543233,-5.306879,-5.084534,-4.875235,-4.678138,-4.492411,
 -4.317179,-4.151873,-3.995719,-3.848125,-3.708498,-3.576306,-3.451036,
 -3.332231,-3.219542,-3.112531,-3.010794,-2.914038,-2.821941,-2.734229,
 -2.650687,-2.570964,-2.494899,-2.422232,-2.352855,-2.286480,-2.223015,
 -2.162274,-2.104022,-2.048250,-1.994723,-1.943388,-1.894135,-1.846779,
 -1.801282,-1.757568,-1.715439,-1.674920,-1.635864,-1.598293,-1.562019]"
pot,phen,scan_phen_O_trimer,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000,8.100000,8.200000,8.300000,8.400000,8.500000,8.600000,
 8.700000,8.800000,8.900000,9.000000,9.100000,9.200000,9.300000,9.400000,
 9.500000,9.600000,9.700000,9.800000,9.900000,10.000000]","[2145.418880,1041.081730,499.482038,238.553724,111.614606,48.711930,
 17.169321,1.245323,-6.672831,-10.409799,-11.948618,-12.324428,-12.093730,
 -11.559663,-10.888228,-10.170900,-9.457512,-8.773678,-8.132153,-7.538331,
 -6.992838,-6.494154,-6.039505,-5.625584,-5.248898,-4.906036,-4.593744,
 -4.309003,-4.049040,-3.811391,-3.593748,-3.393976,-3.210764,-3.041977,
 -2.886368,-2.742432,-2.609738,-2.486538,-2.372209,-2.265968,-2.166905,
 -2.074644,-1.988402,-1.907727,-1.832156,-1.761262,-1.694363,-1.632034,
 -1.573047,-1.517427,-1.464920,-1.415296,-1.368044,-1.323866,-1.281698,
 -1.241671,-1.203632,-1.167473,-1.133041,-1.100253,-1.068975,-1.039128,
 -1.010615,-0.983371,-0.957303,-0.932349,-0.908441,-0.885521,-0.863532,
 -0.842424,-0.822147,-0.802657,-0.783912,-0.765872,-0.748502,-0.731767,
 -0.715634,-0.700075,-0.685061,-0.670566,-0.656564,-0.643033,-0.629951,
 -0.617296,-0.605051,-0.593196]"
pot,phen,scan_phen_O_trimer,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000,8.100000,8.200000,8.300000,8.400000,8.500000,8.600000,
 8.700000,8.800000,8.900000,9.000000,9.100000,9.200000,9.300000,9.400000,
 9.500000,9.600000,9.700000,9.800000,9.900000,10.000000]","[1900.725630,910.283375,432.064730,203.661737,93.032470,38.632270,
 11.521951,-1.961342,-8.508414,-11.470729,-12.554129,-12.659851,-12.267276,
 -11.635691,-10.905929,-10.154504,-9.421379,-8.727239,-8.080979,-7.486094,
 -6.941683,-6.445284,-5.993580,-5.582879,-5.209508,-4.869878,-4.560666,
 -4.278810,-4.021531,-3.786435,-3.571040,-3.373378,-3.191940,-3.024836,
 -2.870751,-2.728315,-2.596720,-2.474639,-2.361357,-2.255915,-2.157741,
 -2.066160,-1.980598,-1.900582,-1.825567,-1.755136,-1.689047,-1.626643,
 -1.568228,-1.512957,-1.460769,-1.411436,-1.364748,-1.320518,-1.278573,
 -1.238749,-1.200913,-1.164921,-1.130656,-1.098010,-1.066872,-1.037148,
 -1.008765,-0.981624,-0.955656,-0.930797,-0.906977,-0.884136,-0.862224,
 -0.841186,-0.820972,-0.801543,-0.782859,-0.764872,-0.747553,-0.730863,
 -0.714775,-0.699257,-0.684282,-0.669827,-0.655860,-0.642361,-0.629310,
 -0.616685,-0.604467,-0.592638]"
pot,phen,scan_phen_O_trimer,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000,8.100000,8.200000,8.300000,8.400000,8.500000,8.600000,
 8.700000,8.800000,8.900000,9.000000,9.100000,9.200000,9.300000,9.400000,
 9.500000,9.600000,9.700000,9.800000,9.900000,10.000000]","[222.685020,150.435949,98.286720,61.437128,35.830985,18.303645,6.492545,
 -1.319583,-6.358421,-9.489048,-11.317290,-12.264801,-12.623845,-12.595592,
 -12.317873,-11.884864,-11.360532,-10.788378,-10.197925,-9.608574,
 -9.033102,-8.479665,-7.953391,-7.456989,-6.991679,-6.557488,-6.153813,
 -5.779404,-5.432751,-5.112277,-4.816199,-4.542723,-4.290194,-4.056927,
 -3.841385,-3.642051,-3.457566,-3.286613,-3.128057,-2.980826,-2.843910,
 -2.716414,-2.597617,-2.486675,-2.383028,-2.285968,-2.195052,-2.109778,
 -2.029677,-1.954316,-1.883383,-1.816442,-1.753306,-1.693561,-1.637095,
 -1.583545,-1.532742,-1.484549,-1.438697,-1.395050,-1.353549,-1.313893,
 -1.276134,-1.240081,-1.205620,-1.172683,-1.141181,-1.110961,-1.082117,
 -1.054404,-1.027845,-1.002315,-0.977831,-0.954313,-0.931652,-0.909885,
 -0.888911,-0.868692,-0.849181,-0.830342,-0.812209,-0.794689,-0.777781,
 -0.761383,-0.745542,-0.730254]"
pot,phen,scan_pi,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[930.873811,586.196789,363.683391,221.129613,130.396405,72.899419,
 36.686178,14.130355,0.298662,-7.982789,-12.723693,-15.221131,-16.311673,
 -16.531736,-16.226113,-15.615502,-14.840947,-13.990977,-13.121919,
 -12.266712,-11.445228,-10.668314,-9.940884,-9.264294,-8.637811,-8.059195,
 -7.525784,-7.034483,-6.582030,-6.165348,-5.781353,-5.427273,-5.100501,
 -4.798606,-4.519497,-4.261078,-4.021547,-3.799327,-3.592901,-3.400954,
 -3.222196,-3.055601,-2.900164,-2.754940,-2.619168,-2.492062,-2.492062,
 -1.575841,-1.056823]"
pot,phen,scan_pi,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[739.306436,460.700507,281.583831,167.369759,95.118423,49.656152,21.334921,
 3.958826,-6.463089,-12.478782,-15.715101,-17.208981,-17.627245,-17.395869,
 -16.786564,-15.971825,-15.059676,-14.118019,-13.187783,-12.292283,
 -11.444715,-10.651365,-9.914033,-9.231934,-8.602874,-8.023634,-7.490780,
 -7.000828,-6.550176,-6.135525,-5.753652,-5.401688,-5.076966,-4.777016,
 -4.499740,-4.242992,-4.005064,-3.784286,-3.579179,-3.388411,-3.210772,
 -3.045172,-2.890639,-2.746235,-2.611207,-2.484777,-2.484777,-1.572695,
 -1.055341]"
pot,phen,scan_pi,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[196.005786,143.110387,100.967886,67.993931,42.651160,23.525715,9.371153,
 -0.874967,-8.094346,-13.003458,-16.174647,-18.058405,-19.004494,
 -19.280647,-19.088890,-18.579644,-17.863679,-17.021853,-16.112685,
 -15.178019,-14.247250,-13.340426,-12.470659,-11.645948,-10.870583,
 -10.146178,-9.472508,-8.848117,-8.270702,-7.737529,-7.245606,-6.791885,
 -6.373344,-5.987122,-5.630475,-5.300890,-4.995996,-4.713661,-4.451889,
 -4.208891,-3.983025,-3.772807,-3.576915,-3.394121,-3.223365,-3.063657]"
pot,phet,scan_120,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1493.892610,646.409122,244.026874,54.912398,-34.567842,-76.954231,
 -96.531801,-104.880946,-107.568578,-107.387029,-105.760272,-103.430647,
 -100.789610,-98.049339,-95.317751,-92.655651,-90.090936,-87.636308,
 -85.295612,-83.066788,-80.946296,-78.929273,-77.009454,-75.181504,
 -73.439344,-71.777761,-70.191413,-68.675489,-67.225385,-65.837462,
 -64.507432,-63.231821,-62.007382,-60.831079,-59.700100,-58.611847,
 -57.613910,-56.596029,-55.615453,-54.670039,-53.757816,-52.876967,
 -52.025810,-51.202788,-50.406457,-49.635476,-49.635476,-43.081845,
 -38.086948]"
pot,phet,scan_120,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[2380.333490,1091.012470,454.034755,149.695990,5.979354,-61.726439,
 -93.123316,-106.756805,-111.573253,-112.005921,-110.287392,-107.563962,
 -104.427702,-101.183670,-97.985603,-94.908335,-91.984065,-89.221826,
 -86.621534,-84.175225,-81.872625,-79.703102,-77.656458,-75.722366,
 -73.891751,-72.156458,-70.508469,-68.941191,-67.448413,-66.024669,
 -64.664682,-63.364002,-62.118568,-60.924668,-59.778935,-58.678300,
 -57.619959,-56.601361,-55.620159,-54.674197,-53.761495,-52.880226,
 -52.028701,-51.205356,-50.408741,-49.637511,-49.637511,-43.082528,
 -38.087202]"
pot,phet,scan_120,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[70.741799,9.998733,-33.475558,-63.592619,-83.763285,-96.727856,
 -104.576923,-108.851509,-110.662187,-110.797858,-109.814179,-108.100653,
 -105.929148,-103.488373,-100.907521,-98.272830,-95.640041,-93.044394,
 -90.508312,-88.046130,-85.666902,-83.376012,-81.176082,-79.067648,
 -77.049711,-75.120273,-73.276583,-71.515369,-69.833213,-68.226455,
 -66.691508,-65.224778,-63.822672,-62.481751,-61.198726,-59.970389,
 -58.793678,-57.665708,-56.583696,-55.545140,-54.547534,-53.588701,
 -52.666489,-51.778924,-50.924160,-50.100391]"
pot,phet,scan_180,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1489.321570,644.621044,244.645549,56.906003,-31.662229,-73.340842,
 -92.513096,-100.581829,-103.091967,-102.805443,-101.125859,-98.781832,
 -96.153965,-93.446149,-90.762701,-88.157858,-85.658168,-83.274044,
 -81.007388,-78.855084,-76.812530,-74.873711,-73.032583,-71.282748,
 -69.618051,-68.032910,-66.521709,-65.080127,-63.703004,-62.386320,
 -61.126182,-59.919005,-58.761489,-57.650592,-56.583504,-55.557588,
 -54.622608,-53.663770,-52.740853,-51.851729,-50.994441,-50.167304,
 -49.368322,-48.596302,-47.849806,-47.127325,-47.127325,-40.997108,
 -36.332442]"
pot,phet,scan_180,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[2369.778170,1086.869580,451.157551,148.535007,6.104780,-60.456096,
 -90.832643,-103.739954,-108.066425,-108.166566,-106.227401,-103.363983,
 -100.144698,-96.860069,-93.652515,-90.588698,-87.694913,-84.975771,
 -82.427790,-80.040496,-77.801820,-75.699390,-73.722149,-71.858691,
 -70.099716,-68.435827,-66.859487,-65.362912,-63.940407,-62.585630,
 -61.293715,-60.059930,-58.880136,-57.750572,-56.667831,-55.628779,
 -54.630608,-53.670897,-52.747211,-51.857408,-50.999521,-50.171854,
 -49.372476,-48.600068,-47.853101,-47.130293,-47.130293,-40.998224,
 -36.332910]"
pot,phet,scan_180,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[58.726760,-2.544977,-45.185971,-73.842163,-92.322919,-103.577865,
 -109.805998,-112.603143,-113.104703,-112.105987,-110.157272,-107.635180,
 -104.794393,-101.804868,-98.777682,-95.783398,-92.865251,-90.048372,
 -87.346404,-84.765794,-82.308267,-79.972506,-77.755060,-75.651274,
 -73.655707,-71.762455,-69.965562,-68.259226,-66.637734,-65.095848,
 -63.628515,-62.230991,-60.898946,-59.628290,-58.415175,-57.256009,
 -56.147394,-55.086141,-54.069295,-53.094062,-52.157760,-51.258025,
 -50.392574,-49.559292,-48.756259,-47.981707]"
pot,phet,scan_phet_O_tetramer,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000]","[-121.450175,-125.784831,-128.159217,-129.096980,-128.993238,-128.141449,
 -126.754896,-124.991142,-122.963516,-120.754899,-118.425980,-116.021991,
 -113.577215,-111.116884,-108.662782,-106.228627,-103.827117,-101.467652,
 -99.157432,-96.901515,-94.705022,-92.569509,-90.497054,-88.488505,
 -86.544003,-84.663124,-82.844985,-81.088353,-79.391740,-77.753444,
 -76.171638,-74.644022,-73.272415,-71.832894,-70.443934,-69.104463,
 -67.811041,-66.561963,-65.355221,-64.188876,-63.061105,-61.970170,
 -60.914306,-59.892288,-58.902293,-57.942908,-57.013036,-56.111289,
 -55.236808,-54.387663,-53.563432,-52.762536,-51.984625,-51.228531,
 -50.493390,-49.778319,-49.082574,-48.405685,-47.746044,-47.103877,
 -46.478232,-45.869287,-45.273587,-44.695242,-44.129018,-43.576842]"
pot,phet,scan_phet_O_tetramer,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,
 6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,
 7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,
 7.900000,8.000000]","[-125.591071,-131.452932,-134.528479,-135.606535,-135.284808,-133.999869,
 -132.066599,-129.708874,-127.084504,-124.304492,-121.444319,-118.557825,
 -115.681909,-112.842325,-110.055701,-107.333793,-104.685693,-102.114930,
 -99.625468,-97.218535,-94.894024,-92.651725,-90.490330,-88.407996,
 -86.402678,-84.471937,-82.613222,-80.823998,-79.101573,-77.442942,
 -75.845366,-74.306431,-72.823863,-71.394222,-70.014949,-68.684767,
 -67.400895,-66.161230,-64.963708,-63.806389,-62.687445,-61.605125,
 -60.557778,-59.543826,-58.561798,-57.610275,-56.687943,-55.793501,
 -54.925802,-54.084041,-53.266079,-52.472345,-51.700399,-50.950437,
 -50.221232,-49.511953,-48.821815,-48.150067,-47.496018,-46.858982,
 -46.238335,-45.634549,-45.044854,-44.469800,-43.908852,-43.360366]"
