Index1,Index2,Index3,Index4,Column1_Array,Column2_Array
lit,adeb,scan_n12_120,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1124.742300,469.362525,171.447762,50.837072,3.880433,-13.541998,
 -19.059474,-19.768056,-18.600448,-16.789385,-14.855409,-13.012115,
 -11.338002,-9.851878,-8.547884,-7.409865,-6.420160,-5.558887,-4.809995,
 -4.157408,-3.588766,-3.092660,-2.658933,-2.278843,-1.946045,-1.653636,
 -1.396650,-1.170968,-0.971284,-0.795583,-0.640729,-0.504023,-0.382607,
 -0.275824,-0.181597,-0.097638,-0.023291,0.041782,0.099937,0.151557,
 0.196228,0.236479,0.271643,0.302411,0.329507,0.353677,0.353677,0.467811,
 0.470980]"
lit,adeb,scan_n12_120,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1147.694970,480.431085,175.230756,51.494644,3.605249,-14.015602,
 -19.537748,-20.180708,-18.935007,-17.053890,-15.063269,-13.176298,
 -11.469227,-9.958421,-8.635747,-7.483749,-6.482933,-5.613054,-4.857444,
 -4.198990,-3.625798,-3.125962,-2.688823,-2.305738,-1.969969,-1.675711,
 -1.416976,-1.189176,-0.988021,-0.810617,-0.654726,-0.516231,-0.394485,
 -0.286296,-0.191193,-0.106342,-0.031451,0.035090,0.093784,0.144832,
 0.190577,0.230977,0.267015,0.298277,0.325793,0.349910,0.349910,0.466445,
 0.470206]"
lit,adeb,scan_n12_120,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-13.226985,-25.449423,-32.363667,-35.769831,-36.881008,-36.515796,
 -35.226314,-33.384565,-31.240857,-28.962984,-26.662451,-24.412160,
 -22.258434,-20.229195,-18.339611,-16.595974,-14.998453,-13.543061,
 -12.223084,-11.030114,-9.954836,-8.987523,-8.118500,-7.338341,-6.638113,
 -6.009497,-5.444849,-4.937239,-4.480443,-4.068904,-3.697678,-3.362389,
 -3.059145,-2.784523,-2.535475,-2.309324,-2.103701,-1.916515,-1.745924,
 -1.590314,-1.448253,-1.318488,-1.199899,-1.091493,-0.992379,-0.901741]"
lit,adeb,scan_n12_perp,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[32.869539,-11.646479,-28.603644,-33.827424,-34.066722,-32.270450,
 -29.752291,-27.095833,-24.553599,-22.223792,-20.133290,-18.276837,
 -16.635827,-15.187136,-13.906692,-12.774536,-11.769138,-10.874640,
 -10.075991,-9.362746,-8.721163,-8.141820,-7.617786,-7.142500,-6.710427,
 -6.316113,-5.955530,-5.624908,-5.321179,-5.040757,-4.782230,-4.543470,
 -4.321280,-4.115169,-3.923498,-3.744232,-3.577604,-3.421240,-3.274754,
 -3.137029,-3.007991,-2.886378,-2.772305,-2.664346,-2.562896,-2.466856,
 -2.466856,-1.737357,-1.283037]"
lit,adeb,scan_n12_perp,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[75.557080,4.709544,-22.398077,-31.442490,-33.270307,-32.142529,-29.885646,
 -27.314382,-24.784178,-22.438668,-20.323981,-18.442872,-16.779495,
 -15.311451,-14.014973,-12.868922,-11.851913,-10.947782,-10.141070,
 -9.419009,-8.769942,-8.185601,-7.657240,-7.177895,-6.742639,-6.345367,
 -5.982013,-5.649034,-5.343095,-5.060781,-4.800945,-4.559631,-4.336315,
 -4.129078,-3.936274,-3.756269,-3.587845,-3.430718,-3.283513,-3.145354,
 -3.015640,-2.893504,-2.778786,-2.670358,-2.568055,-2.471849,-2.471849,
 -1.739778,-1.284281]"
lit,adeb,scan_n12_perp,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-0.818451,-14.063346,-22.151556,-26.760165,-29.033606,-29.754320,
 -29.458824,-28.516087,-27.180176,-25.625696,-23.971933,-22.299410,
 -20.661441,-19.092141,-17.612107,-16.232403,-14.957416,-13.786953,
 -12.717704,-11.744357,-10.860411,-10.058780,-9.332214,-8.673612,-8.076216,
 -7.533755,-7.040476,-6.591186,-6.181227,-5.806445,-5.463162,-5.148113,
 -4.858418,-4.591529,-4.345201,-4.117435,-3.906476,-3.710759,-3.528893,
 -3.359643,-3.201907,-3.054700,-2.917138,-2.788427,-2.667856,-2.554778]"
lit,adeb,scan_n1_perp,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[140.214075,48.014727,9.143615,-7.145165,-13.532666,-15.516386,-15.556499,
 -14.776959,-13.695028,-12.551471,-11.453171,-10.442282,-9.532468,
 -8.722547,-8.004007,-7.368963,-6.807416,-6.308304,-5.864948,-5.469636,
 -5.116746,-4.799178,-4.513130,-4.254969,-4.021309,-3.808440,-3.613579,
 -3.435907,-3.272627,-3.123387,-2.984146,-2.855403,-2.735690,-2.624103,
 -2.521042,-2.423431,-2.332508,-2.247115,-2.166536,-2.091009,-2.019768,
 -1.952029,-1.888044,-1.827093,-1.769667,-1.714832,-1.714832,-1.285501,
 -0.998832]"
lit,adeb,scan_n1_perp,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[449.265390,197.628175,82.208837,29.403216,5.186704,-5.732036,-10.365654,
 -12.005263,-12.224822,-11.791188,-11.083609,-10.288508,-9.496633,
 -8.748901,-8.062698,-7.441098,-6.882842,-6.384048,-5.936137,-5.535561,
 -5.176955,-4.853639,-4.562614,-4.299092,-4.060535,-3.843940,-3.645393,
 -3.464463,-3.298265,-3.145254,-3.003953,-2.873371,-2.752490,-2.638948,
 -2.534088,-2.436113,-2.343705,-2.257356,-2.175897,-2.099549,-2.027662,
 -1.959396,-1.894611,-1.833163,-1.775260,-1.719984,-1.719984,-1.287879,
 -1.000292]"
lit,adeb,scan_n1_perp,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[21.294621,6.025281,-3.777253,-9.867843,-13.444246,-15.326347,-16.078091,
 -16.088763,-15.627143,-14.879183,-13.972622,-12.994789,-12.003925,
 -11.038326,-10.121846,-9.268220,-8.484040,-7.770973,-7.127374,-6.549474,
 -6.032299,-5.570290,-5.157767,-4.789241,-4.459573,-4.164066,-3.898526,
 -3.659236,-3.442960,-3.246866,-3.068515,-2.905803,-2.756917,-2.620287,
 -2.494575,-2.378609,-2.271377,-2.172008,-2.079729,-1.993872,-1.913842,
 -1.839122,-1.769246,-1.703792,-1.642390,-1.584701]"
lit,adeb,scan_n3_120,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1241.304310,530.708168,193.218985,50.821070,-6.853600,-29.085320,
 -36.470475,-37.592079,-36.120236,-33.666374,-30.938103,-28.250654,
 -25.736317,-23.437578,-21.360538,-19.495039,-17.823089,-16.325014,
 -14.981498,-13.775126,-12.690241,-11.712409,-10.828958,-10.029484,
 -9.303641,-8.646029,-8.046321,-7.498827,-6.999150,-6.541389,-6.121612,
 -5.735759,-5.381137,-5.054222,-4.752538,-4.473448,-4.215675,-3.976271,
 -3.754582,-3.548515,-3.356692,-3.178375,-3.011766,-2.856517,-2.711611,
 -2.575772,-2.575772,-1.602546,-1.058542]"
lit,adeb,scan_n3_120,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[2134.129610,1098.709350,508.339346,216.541696,79.775066,16.757782,
 -11.869014,-24.188870,-28.730247,-29.558996,-28.653741,-26.989824,
 -25.052176,-23.080626,-21.190091,-19.429434,-17.815662,-16.348033,
 -15.019652,-13.819537,-12.735620,-11.756606,-10.870284,-10.067506,
 -9.338221,-8.677205,-8.074275,-7.524017,-7.021312,-6.561532,-6.139532,
 -5.751843,-5.395595,-5.067195,-4.764241,-4.484040,-4.225195,-3.984992,
 -3.762390,-3.555725,-3.363292,-3.184247,-3.017120,-2.861553,-2.716040,
 -2.579805,-2.579805,-1.604325,-1.059036]"
lit,adeb,scan_n3_120,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-17.404401,-29.735342,-36.749587,-40.239935,-41.415517,-41.092757,
 -39.823054,-37.978832,-35.811517,-33.490587,-31.129311,-28.802624,
 -26.558985,-24.428533,-22.428632,-20.567720,-18.847971,-17.267227,
 -15.820393,-14.500465,-13.299306,-12.208195,-11.218235,-10.320645,
 -9.506964,-8.769197,-8.099900,-7.492230,-6.939944,-6.437388,-5.979472,
 -5.561615,-5.179725,-4.830135,-4.509576,-4.215142,-3.944245,-3.694597,
 -3.464170,-3.251181,-3.054060,-2.871428,-2.702069,-2.544910,-2.398990,
 -2.263447]"
lit,adeb,scan_n3_perp,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[251.971682,86.851178,14.537159,-16.290062,-28.527806,-32.373709,
 -32.458170,-30.916603,-28.749247,-26.426989,-24.164056,-22.052645,
 -20.125101,-18.386894,-16.822610,-15.421248,-14.165857,-13.039405,
 -12.027444,-11.116305,-10.294030,-9.549967,-8.875565,-8.262376,-7.703549,
 -7.193282,-6.726175,-6.297718,-5.904258,-5.541161,-5.206740,-4.897555,
 -4.611259,-4.345869,-4.099522,-3.870218,-3.657661,-3.458618,-3.272818,
 -3.099155,-2.936682,-2.784581,-2.641660,-2.507436,-2.381461,-2.264127,
 -2.264127,-1.396271,-0.892524]"
lit,adeb,scan_n3_perp,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1486.478810,742.932573,348.432852,153.251025,58.899385,13.500620,
 -7.979099,-17.676724,-21.526989,-22.481361,-22.026222,-20.921796,
 -19.559895,-18.130947,-16.743894,-15.435970,-14.227424,-13.122815,
 -12.118241,-11.206596,-10.380070,-9.630392,-8.947668,-8.327402,-7.761822,
 -7.245320,-6.772571,-6.339512,-5.941241,-5.574433,-5.236594,-4.924324,
 -4.634978,-4.367162,-4.118564,-3.887612,-3.672799,-3.472317,-3.285087,
 -3.110569,-2.947089,-2.793682,-2.650307,-2.515706,-2.388938,-2.270716,
 -2.270716,-1.398852,-0.893942]"
lit,adeb,scan_n3_perp,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-2.195905,-15.400178,-23.449197,-28.018004,-30.249642,-30.925323,
 -30.581370,-29.586723,-28.195781,-26.583734,-24.870551,-23.137508,
 -21.438617,-19.808651,-18.268743,-16.830428,-15.498461,-14.272926,
 -13.150737,-12.126751,-11.194586,-10.347232,-9.577458,-8.878139,-8.242463,
 -7.664058,-7.137056,-6.656137,-6.216512,-5.813900,-5.444499,-5.104932,
 -4.792221,-4.503727,-4.237122,-3.990340,-3.761559,-3.549155,-3.351689,
 -3.167875,-2.996565,-2.836729,-2.687440,-2.547862,-2.417239,-2.294884]"
lit,adeb,scan_n6_120,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1252.254060,535.611946,194.907115,51.087755,-6.974862,-29.414234,
 -36.862968,-38.002893,-36.536178,-34.082623,-31.361447,-28.683747,
 -26.182347,-23.902733,-21.847057,-20.003734,-18.357939,-16.884930,
 -15.568751,-14.390070,-13.331474,-12.379256,-11.520050,-10.745925,
 -10.042896,-9.405741,-8.825121,-8.296809,-7.812875,-7.370656,-6.964696,
 -6.590705,-6.246803,-5.929210,-5.635479,-5.364068,-5.111858,-4.877865,
 -4.659339,-4.455944,-4.266097,-4.089276,-3.922492,-3.766562,-3.620294,
 -3.483079,-3.483079,-2.468005,-1.857833]"
lit,adeb,scan_n6_120,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[2142.177050,1102.757610,509.644308,216.516445,79.444725,16.218343,
 -12.359163,-24.667757,-29.198885,-30.023476,-29.117201,-27.458742,
 -25.533037,-23.578542,-21.705467,-19.965873,-18.376082,-16.931325,
 -15.627925,-14.452633,-13.394303,-12.438948,-11.576770,-10.796394,
 -10.088646,-9.446425,-8.862607,-8.329627,-7.842949,-7.396820,-6.987928,
 -6.612082,-6.265951,-5.946424,-5.651106,-5.377869,-5.124293,-4.888733,
 -4.669574,-4.465239,-4.274534,-4.096360,-3.929525,-3.772989,-3.626098,
 -3.488396,-3.488396,-2.470308,-1.858961]"
lit,adeb,scan_n6_120,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-15.662112,-28.307650,-35.596577,-39.328321,-40.716679,-40.581321,
 -39.476207,-37.776102,-35.734614,-33.523075,-31.256590,-29.011647,
 -26.838161,-24.767609,-22.818659,-21.000990,-19.317984,-17.768597,
 -16.348753,-15.052333,-13.871955,-12.799496,-11.826534,-10.944631,
 -10.145577,-9.421545,-8.765192,-8.169726,-7.628929,-7.137146,-6.689271,
 -6.280711,-5.907351,-5.565518,-5.251940,-4.963712,-4.698261,-4.453321,
 -4.226893,-4.017223,-3.822781,-3.642217,-3.474349,-3.318132,-3.172632,
 -3.037010]"
lit,adeb,scan_n6_perp,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[255.353347,89.198915,16.084930,-15.272587,-27.876346,-32.008419,
 -32.314731,-30.946590,-28.914360,-26.696599,-24.514877,-22.467533,
 -20.583451,-18.876520,-17.336569,-15.950384,-14.705446,-13.583689,
 -12.571223,-11.653781,-10.827949,-10.075380,-9.392434,-8.768750,-8.199159,
 -7.677314,-7.197665,-6.757473,-6.351577,-5.977563,-5.631493,-5.311811,
 -5.013969,-4.736664,-4.479728,-4.240144,-4.017037,-3.808467,-3.613167,
 -3.430098,-3.258560,-3.098268,-2.946799,-2.804666,-2.671263,-2.545695,
 -2.545695,-1.613859,-1.063527]"
lit,adeb,scan_n6_perp,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1492.837820,748.094294,352.405587,156.167450,60.911839,14.831362,
 -7.137238,-17.207283,-21.337368,-22.498638,-22.198640,-21.211176,
 -19.930320,-18.562641,-17.215818,-15.938433,-14.749244,-13.653972,
 -12.655975,-11.741383,-10.913269,-10.156455,-9.466282,-8.836448,-8.260027,
 -7.731448,-7.246986,-6.801431,-6.391379,-6.012695,-5.662837,-5.339845,
 -5.039563,-4.759754,-4.500609,-4.258761,-4.033460,-3.823173,-3.626772,
 -3.442699,-3.269843,-3.108277,-2.956158,-2.813218,-2.679118,-2.552862,
 -2.552862,-1.616739,-1.065028]"
lit,adeb,scan_n6_perp,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[-1.644878,-14.914497,-23.038211,-27.685982,-29.997005,-30.750043,
 -30.479290,-29.552445,-28.223093,-26.665984,-25.000957,-23.309391,
 -21.645594,-20.044758,-18.528532,-17.109005,-15.791514,-14.576744,
 -13.462161,-12.443149,-11.513783,-10.667457,-9.897281,-9.196425,-8.558313,
 -7.976780,-7.446140,-6.961195,-6.517283,-6.110203,-5.736231,-5.392051,
 -5.074706,-4.781594,-4.510392,-4.259051,-4.025730,-3.808812,-3.606848,
 -3.418538,-3.242731,-3.078396,-2.924597,-2.780506,-2.645369,-2.518510]"
lit,adeb,scan_n8_poav,new,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[476.942000,189.952186,60.608848,4.351149,-18.973309,-27.647817,-29.914792,
 -29.421567,-27.785767,-25.759004,-23.687279,-21.720256,-19.915692,
 -18.287057,-16.828607,-15.526387,-14.363655,-13.323979,-12.392004,
 -11.554441,-10.799281,-10.117117,-9.496511,-8.934616,-8.419852,-7.948389,
 -7.515600,-7.117845,-6.750541,-6.411251,-6.097079,-5.805005,-5.533273,
 -5.280104,-5.044182,-4.823194,-4.616188,-4.422141,-4.239916,-4.068163,
 -3.905775,-3.754147,-3.610030,-3.474027,-3.345637,-3.223332,-3.223332,
 -2.290916,-1.700534]"
lit,adeb,scan_n8_poav,original,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.000000,7.000000,
 8.000000]","[1778.681840,917.415797,443.518416,203.799479,86.173410,29.029552,1.295697,
 -11.875062,-17.740788,-19.922438,-20.257956,-19.692068,-18.714709,
 -17.580729,-16.420407,-15.299079,-14.246038,-13.272635,-12.380301,
 -11.565570,-10.823399,-10.146948,-9.529851,-8.966326,-8.450667,-7.977887,
 -7.543283,-7.143498,-6.774038,-6.432990,-6.116694,-5.822653,-5.549827,
 -5.295404,-5.057375,-4.835232,-4.627062,-4.431795,-4.248845,-4.076474,
 -3.913512,-3.760829,-3.616227,-3.479718,-3.350507,-3.228131,-3.228131,
 -2.293007,-1.701536]"
lit,adeb,scan_n8_poav,qm,"[1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,
 2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
 3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,
 3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,
 4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,
 5.500000,5.600000,5.700000,5.800000,5.900000,6.000000]","[4.301952,-10.038406,-18.962327,-24.236234,-27.056240,-28.235020,
 -28.327345,-27.713592,-26.655350,-25.332789,-23.869854,-22.351496,
 -20.835440,-19.360246,-17.950852,-16.622433,-15.383135,-14.236028,
 -13.180600,-12.213851,-11.331191,-10.527044,-9.795347,-9.129907,-8.524619,
 -7.973679,-7.471644,-7.013512,-6.594745,-6.211260,-5.859400,-5.535929,
 -5.237963,-4.962951,-4.708635,-4.473015,-4.254331,-4.051026,-3.861739,
 -3.685262,-3.520531,-3.366606,-3.222640,-3.087882,-2.961640,-2.843278]"
