Ion,Compound,Direction,Method,Distance,Energy,Cost_function
ces,dms,scan_lp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 2.40724862e+04  1.50119417e+04  8.57538401e+03  4.66515593e+03
  2.49754827e+03  1.33826955e+03  7.21800772e+02  3.90273388e+02
  2.09758910e+02  1.10126521e+02  5.46444980e+01  2.36271290e+01
  6.35393400e+00 -3.18560400e+00 -8.36569400e+00 -1.10039080e+01
 -1.21519000e+01 -1.24334660e+01 -1.22217630e+01 -1.17405070e+01
 -1.11238050e+01 -1.04515270e+01 -9.77066200e+00 -9.10804800e+00
 -8.47812800e+00 -7.88796600e+00 -7.34011800e+00 -6.83446500e+00
 -6.36941900e+00 -5.94257400e+00 -5.55116800e+00 -5.19234300e+00
 -4.86326400e+00 -4.56129800e+00 -4.28392000e+00 -4.02885300e+00
 -3.79402200e+00 -3.57752500e+00 -3.37765900e+00 -3.19289500e+00
 -3.02184800e+00 -2.86327900e+00 -2.71607200e+00 -2.57922800e+00
 -2.45184500e+00 -2.33311500e+00 -2.33311500e+00 -1.49116900e+00
 -1.02299300e+00]",3.302
ces,dms,scan_lp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 2.87302084e+04  1.87551591e+04  1.11564843e+04  6.25082460e+03
  3.41647751e+03  1.86372884e+03  1.02309891e+03  5.66072431e+02
  3.14178949e+02  1.73303374e+02  9.35220680e+01  4.78818310e+01
  2.16190790e+01  6.47095600e+00 -2.19216200e+00 -7.01437100e+00
 -9.55264900e+00 -1.07305830e+01 -1.11031330e+01 -1.10061130e+01
 -1.06440000e+01 -1.01413080e+01 -9.57381700e+00 -8.98710800e+00
 -8.40796200e+00 -7.85159700e+00 -7.32606200e+00 -6.83492000e+00
 -6.37908000e+00 -5.95784200e+00 -5.56962000e+00 -5.21232700e+00
 -4.88370000e+00 -4.58148600e+00 -4.30341800e+00 -4.04803900e+00
 -3.81194200e+00 -3.59416100e+00 -3.39303200e+00 -3.20705600e+00
 -3.03486200e+00 -2.87522000e+00 -2.72701700e+00 -2.58925200e+00
 -2.46102400e+00 -2.34151900e+00 -2.34151900e+00 -1.49474000e+00
 -1.02463400e+00]",2.012
ces,guab,scan_n13_120,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[354.166139 260.530251 189.541849 134.175872  90.687857  56.909817
  31.158663  11.903226  -2.228862 -12.381193 -19.456211 -24.180478
 -27.151583 -28.848409 -29.638911 -29.795805 -29.516281 -28.940872
 -28.169245 -27.272382 -26.301109 -25.29184  -24.270937 -23.258203
 -22.268969 -21.314642 -20.4027   -19.536954 -18.718196 -17.945156
 -17.215429 -16.526204 -15.874877 -15.259265 -14.677665 -14.12868
 -13.610976 -13.12313  -12.663522 -12.23035  -11.821669 -11.435494
 -11.069848 -10.722836 -10.3927   -10.077839]",0
ces,guab,scan_n13_120,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 6.99130640e+03  3.88686064e+03  2.03064731e+03  1.03345300e+03
  5.18800392e+02  2.54375613e+02  1.17231771e+02  4.52333170e+01
  7.10814200e+00 -1.30286640e+01 -2.34564560e+01 -2.85681870e+01
 -3.07423630e+01 -3.12907430e+01 -3.09476520e+01 -3.01293180e+01
 -2.90729110e+01 -2.79143980e+01 -2.67309290e+01 -2.55656250e+01
 -2.44416380e+01 -2.33704550e+01 -2.23567720e+01 -2.14011000e+01
 -2.05023180e+01 -1.96577630e+01 -1.88639730e+01 -1.81177040e+01
 -1.74154790e+01 -1.67542880e+01 -1.61310620e+01 -1.55427740e+01
 -1.49868310e+01 -1.44611030e+01 -1.39631400e+01 -1.34910340e+01
 -1.30429620e+01 -1.26171930e+01 -1.22123440e+01 -1.18269560e+01
 -1.14598130e+01 -1.11096310e+01 -1.07753990e+01 -1.04561340e+01
 -1.01509270e+01 -9.85894300e+00 -9.85894300e+00 -7.52126700e+00
 -5.92266700e+00]",2.946
ces,guab,scan_n13_120,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.01061911e+03  4.57668944e+03  2.43862133e+03  1.25922143e+03
  6.41628576e+02  3.21780812e+02  1.54924262e+02  6.67245000e+01
  1.96357530e+01 -5.58744100e+00 -1.89481680e+01 -2.57897840e+01
 -2.90021200e+01 -3.01845780e+01 -3.02341490e+01 -2.96624870e+01
 -2.87634040e+01 -2.77061900e+01 -2.65889200e+01 -2.54672120e+01
 -2.43722700e+01 -2.33206360e+01 -2.23200850e+01 -2.13737120e+01
 -2.04814190e+01 -1.96411950e+01 -1.88504690e+01 -1.81066350e+01
 -1.74061130e+01 -1.67462000e+01 -1.61239570e+01 -1.55364410e+01
 -1.49811180e+01 -1.44558990e+01 -1.39583660e+01 -1.34866280e+01
 -1.30388770e+01 -1.26133930e+01 -1.22088000e+01 -1.18236430e+01
 -1.14567130e+01 -1.11067260e+01 -1.07726750e+01 -1.04535770e+01
 -1.01485270e+01 -9.85668900e+00 -9.85668900e+00 -7.52004200e+00
 -5.92198400e+00]",1.967
ces,guab,scan_n13_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[451.597278 374.966772 286.746658 206.506479 145.495982  99.182577
  64.444839  38.748875  20.027425   6.625962  -2.761015  -9.157468
 -13.355975 -15.95969  -17.421186 -18.076529 -18.173722 -17.895286
 -17.37497  -16.709167 -15.964454 -15.184072 -14.395195 -13.615979
 -12.85977  -12.136307 -11.451775 -10.809144 -10.208805  -9.649331
  -9.128218  -8.642546  -8.189486  -7.766601  -7.371932  -7.003937
  -6.661311  -6.342824  -6.047162  -5.772867  -5.518329  -5.281846
  -5.061699  -4.856238  -4.663918  -4.48335 ]",0
ces,guab,scan_n13_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.22405092e+03  4.70823969e+03  2.57580846e+03  1.39556838e+03
  7.61255508e+02  4.19020065e+02  2.31135848e+02  1.25944351e+02
  6.60052040e+01  3.13721570e+01  1.12489220e+01 -4.22049000e-01
 -7.08890600e+00 -1.07625370e+01 -1.26327900e+01 -1.34175110e+01
 -1.35531870e+01 -1.33082610e+01 -1.28484980e+01 -1.22764790e+01
 -1.16554420e+01 -1.10238200e+01 -1.04045490e+01 -9.81082200e+00
 -9.24935500e+00 -8.72323300e+00 -8.23308900e+00 -7.77808600e+00
 -7.35667100e+00 -6.96677500e+00 -6.60610100e+00 -6.27240100e+00
 -5.96345900e+00 -5.67717000e+00 -5.41156900e+00 -5.16484000e+00
 -4.93533700e+00 -4.72151100e+00 -4.52202400e+00 -4.33562000e+00
 -4.16117700e+00 -3.99768400e+00 -3.84420700e+00 -3.69996600e+00
 -3.56417100e+00 -3.43616200e+00 -3.43616200e+00 -2.47455300e+00
 -1.87453200e+00]",5.255
ces,guab,scan_n13_perp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.21256539e+03  5.37560887e+03  2.96752795e+03  1.60985934e+03
  8.76035160e+02  4.80636019e+02  2.64636316e+02  1.44410327e+02
  7.63485930e+01  3.72916990e+01  1.46848700e+01  1.62212800e+00
 -5.83709600e+00 -9.96701100e+00 -1.21030760e+01 -1.30449730e+01
 -1.32754420e+01 -1.30893190e+01 -1.26675050e+01 -1.21212850e+01
 -1.15188830e+01 -1.09016450e+01 -1.02941580e+01 -9.71031300e+00
 -9.15772800e+00 -8.63960700e+00 -8.15673600e+00 -7.70838900e+00
 -7.29311400e+00 -6.90886200e+00 -6.55352600e+00 -6.22454500e+00
 -5.91992500e+00 -5.63758700e+00 -5.37559000e+00 -5.13214400e+00
 -4.90562700e+00 -4.69451200e+00 -4.49748700e+00 -4.31331500e+00
 -4.14089500e+00 -3.97923500e+00 -3.82741800e+00 -3.68468000e+00
 -3.55024700e+00 -3.42347100e+00 -3.42347100e+00 -2.46934700e+00
 -1.87224000e+00]",5.486
ces,guab,scan_n1_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[539.429033 429.730356 327.478054 242.781165 176.5117   125.780428
  87.512528  59.021956  38.084479  22.915481  12.101975   4.533083
  -0.650053  -4.098622  -6.299383  -7.613041  -8.305435  -8.571511
  -8.553179  -8.351816  -8.036954  -7.653785  -7.231657  -6.791854
  -6.351719  -5.92509   -5.521657  -5.146861  -4.80259   -4.488213
  -4.201652  -3.940241  -3.701385  -3.482857  -3.282886  -3.100038
  -2.933094  -2.780865  -2.642131  -2.515601  -2.399955  -2.293893
  -2.196184  -2.105718  -2.021524  -1.942776]",0
ces,guab,scan_n1_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.64667908e+04  1.10599071e+04  6.79462328e+03  3.92592440e+03
  2.20901338e+03  1.24168870e+03  7.04836476e+02  4.05738362e+02
  2.36746083e+02  1.39606608e+02  8.28109030e+01  4.90978180e+01
  2.88331540e+01  1.65214710e+01  9.00519500e+00  4.40716600e+00
  1.60618500e+00 -8.05640000e-02 -1.07183400e+00 -1.62879200e+00
 -1.91529800e+00 -2.03479800e+00 -2.05298100e+00 -2.01153300e+00
 -1.93689900e+00 -1.84574400e+00 -1.74840400e+00 -1.65118100e+00
 -1.55775200e+00 -1.47012300e+00 -1.38924400e+00 -1.31539200e+00
 -1.24844500e+00 -1.18804900e+00 -1.13372500e+00 -1.08494100e+00
 -1.04115500e+00 -1.00184200e+00 -9.66492000e-01 -9.34662000e-01
 -9.05930000e-01 -8.79923000e-01 -8.56307000e-01 -8.34778000e-01
 -8.15092000e-01 -7.97001000e-01 -7.97001000e-01 -6.70477000e-01
 -5.87962000e-01]",9.356
ces,guab,scan_n1_perp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 5.10477881e+03  2.78639787e+03  1.51119858e+03  8.33347043e+02
  4.70197484e+02  2.70930438e+02  1.58539269e+02  9.36051430e+01
  5.52974520e+01  3.23312520e+01  1.83916270e+01  9.87732300e+00
  4.67312900e+00  1.51072600e+00 -3.82120000e-01 -1.48149600e+00
 -2.08504000e+00 -2.37990200e+00 -2.48502200e+00 -2.47584400e+00
 -2.40059700e+00 -2.28976600e+00 -2.16249800e+00 -2.03065900e+00
 -1.90135600e+00 -1.77867100e+00 -1.66471400e+00 -1.56038300e+00
 -1.46580800e+00 -1.38065600e+00 -1.30435900e+00 -1.23619600e+00
 -1.17540900e+00 -1.12124100e+00 -1.07296800e+00 -1.03006600e+00
 -9.91577000e-01 -9.57142000e-01 -9.26245000e-01 -8.98454000e-01
 -8.73371000e-01 -8.50648000e-01 -8.29980000e-01 -8.11095000e-01
 -7.93776000e-01 -7.77803000e-01 -7.77803000e-01 -6.63405000e-01
 -5.85090000e-01]",7.106
ces,guab,scan_n3_120,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 3.79167566e+02  2.85302561e+02  2.14917482e+02  1.60653845e+02
  1.18343535e+02  8.55361940e+01  6.04324560e+01  4.14998590e+01
  2.74212840e+01  1.71194210e+01  9.74343200e+00  4.60310800e+00
  1.13055500e+00 -1.12702100e+00 -2.51533000e+00 -3.28860800e+00
 -3.62889600e+00 -3.66523200e+00 -3.49056400e+00 -3.17434200e+00
 -2.76988000e+00 -2.31730100e+00 -1.84498300e+00 -1.37233800e+00
 -9.13461000e-01 -4.79079000e-01 -7.64350000e-02  2.91093000e-01
  6.23527000e-01  9.23215000e-01  1.19363400e+00  1.43842300e+00
  1.66063800e+00  1.86244200e+00  2.04508200e+00  2.20913300e+00
  2.35484400e+00  2.48244900e+00  2.59238800e+00  2.68538200e+00
  2.76245700e+00  2.82488400e+00  2.87410400e+00  2.91169200e+00
  2.93923100e+00  2.95826200e+00]",0
ces,guab,scan_n3_120,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.09052968e+04  6.68260428e+03  3.75601745e+03  2.01592371e+03
  1.06634982e+03  5.64579379e+02  3.00180901e+02  1.59234048e+02
  8.31077790e+01  4.16616740e+01  1.90404590e+01  6.80027800e+00
  3.50909000e-01 -2.84637900e+00 -4.21532600e+00 -4.56690500e+00
 -4.36594200e+00 -3.88040700e+00 -3.26477100e+00 -2.60756100e+00
 -1.95786400e+00 -1.34240200e+00 -7.73971000e-01 -2.57667000e-01
  2.05971000e-01  6.18960000e-01  9.84570000e-01  1.30664600e+00
  1.58921700e+00  1.83618000e+00  2.05124500e+00  2.23783000e+00
  2.39905200e+00  2.53772400e+00  2.65637200e+00  2.75725000e+00
  2.84236600e+00  2.91350700e+00  2.97225800e+00  3.02003000e+00
  3.05806900e+00  3.08749100e+00  3.10927700e+00  3.12430200e+00
  3.13334500e+00  3.13709800e+00  3.13709800e+00  2.99095600e+00
  2.70491500e+00]",2.131
ces,guab,scan_n3_120,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.50408698e+04  1.00255623e+04  6.07249846e+03  3.44032352e+03
  1.88991564e+03  1.03105495e+03  5.65159770e+02  3.11741273e+02
  1.72469583e+02  9.49775660e+01  5.14292180e+01  2.67888410e+01
  1.28635360e+01  5.09199600e+00  8.76053000e-01 -1.26996400e+00
 -2.21529100e+00 -2.46967400e+00 -2.33654300e+00 -1.99631100e+00
 -1.55662400e+00 -1.08082400e+00 -6.05695000e-01 -1.51835000e-01
  2.70075000e-01  6.55247000e-01  1.00226500e+00  1.31235300e+00
  1.58725100e+00  1.82946700e+00  2.04175500e+00  2.22688400e+00
  2.38752200e+00  2.52617900e+00  2.64516900e+00  2.74660300e+00
  2.83239800e+00  2.90427500e+00  2.96377000e+00  3.01227100e+00
  3.05101100e+00  3.08108800e+00  3.10348300e+00  3.11906900e+00
  3.12862500e+00  3.13284400e+00  3.13284400e+00  2.98946400e+00
  2.70437100e+00]",1.471
ces,guab,scan_n3_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[495.078932 396.722821 297.068144 217.231106 155.664592 108.801223
  73.590126  47.48918   28.423898  14.739792   5.122098  -1.471102
  -5.849364  -8.628077 -10.267788 -11.109099 -11.401317 -11.324943
 -11.009362 -10.546483 -10.000626  -9.415477  -8.819311  -8.22974
  -7.657859  -7.111217  -6.595254  -6.113607  -5.668095  -5.258822
  -4.884554  -4.543253  -4.2325    -3.949829  -3.692824  -3.459211
  -3.246768  -3.053345  -2.876821  -2.715178  -2.56653   -2.429178
  -2.301645  -2.1827    -2.071352  -1.966818]",0
ces,guab,scan_n3_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.17057703e+04  7.22448531e+03  4.12375055e+03  2.26461901e+03
  1.23521952e+03  6.77889517e+02  3.76151256e+02  2.10281527e+02
  1.17563020e+02  6.48699720e+01  3.45359940e+01  1.69241340e+01
  6.67616900e+00  7.58327000e-01 -2.58454100e+00 -4.38648400e+00
 -5.26425300e+00 -5.59069500e+00 -5.59210700e+00 -5.40787800e+00
 -5.12353900e+00 -4.79158800e+00 -4.44386600e+00 -4.09944400e+00
 -3.76917000e+00 -3.45892800e+00 -3.17139400e+00 -2.90735000e+00
 -2.66638100e+00 -2.44741600e+00 -2.24902300e+00 -2.06961400e+00
 -1.90756400e+00 -1.76128700e+00 -1.62927600e+00 -1.51012900e+00
 -1.40255400e+00 -1.30537800e+00 -1.21752900e+00 -1.13805500e+00
 -1.06608100e+00 -1.00084300e+00 -9.41643000e-01 -8.87863000e-01
 -8.38949000e-01 -7.94405000e-01 -7.94405000e-01 -5.11815000e-01
 -3.83254000e-01]",7.138
ces,guab,scan_n3_perp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.58159891e+04  1.05517518e+04  6.42954307e+03  3.68251789e+03
  2.05302588e+03  1.14084328e+03  6.38965704e+02  3.61564338e+02
  2.06192236e+02  1.17738096e+02  6.66221370e+01  3.67213140e+01
  1.90682450e+01  8.62581200e+00  2.46741000e+00 -1.10674400e+00
 -3.11522000e+00 -4.17066000e+00 -4.64783800e+00 -4.77643500e+00
 -4.69961100e+00 -4.50625400e+00 -4.25169800e+00 -3.97010500e+00
 -3.68243500e+00 -3.40111800e+00 -3.13327100e+00 -2.88259200e+00
 -2.65068100e+00 -2.43804400e+00 -2.24369200e+00 -2.06693800e+00
 -1.90660200e+00 -1.76139900e+00 -1.63002900e+00 -1.51123200e+00
 -1.40381500e+00 -1.30667200e+00 -1.21878100e+00 -1.13921400e+00
 -1.06712600e+00 -1.00176500e+00 -9.42437000e-01 -8.88534000e-01
 -8.39507000e-01 -7.94857000e-01 -7.94857000e-01 -5.11724000e-01
 -3.83092000e-01]",8.537
ces,guab,scan_n5_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[535.121259 419.921913 319.59532  238.106071 174.357689 125.423886
  88.378479  60.679101  40.223838  25.326143  14.640517   7.100863
   1.883522  -1.634279  -3.918124  -5.315218  -6.084224  -6.416855
  -6.454138  -6.298695  -6.023614  -5.679179  -5.299137  -4.906455
  -4.51746   -4.143692  -3.79243   -3.467114  -3.168185  -2.894168
  -2.642739  -2.41152   -2.198518  -2.00228   -1.821799  -1.656356
  -1.505312  -1.367974  -1.243522  -1.130991  -1.029308  -0.93738
  -0.854124  -0.778511  -0.709622  -0.646622]",0
ces,guab,scan_n5_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 9.66121921e+03  5.72774485e+03  3.16685431e+03  1.70245404e+03
  9.15979107e+02  4.99648593e+02  2.77253002e+02  1.56412436e+02
  8.93359870e+01  5.11249810e+01  2.90432850e+01  1.61867160e+01
  8.67811200e+00  4.31710000e+00  1.82299600e+00  4.44416000e-01
 -2.67230000e-01 -5.82062000e-01 -6.64182000e-01 -6.13938000e-01
 -4.92529000e-01 -3.37215000e-01 -1.70514000e-01 -5.48500000e-03
  1.50443000e-01  2.93417000e-01  4.21821000e-01  5.35327000e-01
  6.34405000e-01  7.19940000e-01  7.93064000e-01  8.54894000e-01
  9.06656000e-01  9.49464000e-01  9.84365000e-01  1.01229900e+00
  1.03413800e+00  1.05065900e+00  1.06254400e+00  1.07041300e+00
  1.07480200e+00  1.07618800e+00  1.07498100e+00  1.07156900e+00
  1.06624900e+00  1.05930900e+00  1.05930900e+00  9.42260000e-01
  8.05606000e-01]",6.666
ces,guab,scan_n5_perp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 8.81315083e+03  5.12970786e+03  2.80531621e+03  1.50308620e+03
  8.08972847e+02  4.42351385e+02  2.46210751e+02  1.39270348e+02
  7.95953200e+01  4.55319370e+01  2.58082920e+01  1.43045770e+01
  7.57283400e+00  3.65686300e+00  1.42101500e+00  1.91913000e-01
 -4.33383000e-01 -6.97559000e-01 -7.49850000e-01 -6.81735000e-01
 -5.49247000e-01 -3.86727000e-01 -2.14897000e-01 -4.59630000e-02
  1.13206000e-01  2.59056000e-01  3.90101000e-01  5.06084000e-01
  6.07499000e-01  6.95249000e-01  7.70471000e-01  8.34269000e-01
  8.87870000e-01  9.32387000e-01  9.68868000e-01  9.98240000e-01
  1.02141800e+00  1.03916100e+00  1.05215900e+00  1.06104000e+00
  1.06634700e+00  1.06856300e+00  1.06810600e+00  1.06537200e+00
  1.06066400e+00  1.05427500e+00  1.05427500e+00  9.40464000e-01
  8.04946000e-01]",6.554
ces,guab,scan_n7_poav,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 4.26549303e+02  3.23539302e+02  2.44204336e+02  1.82341919e+02
  1.34159176e+02  9.70191520e+01  6.87528530e+01  4.74998080e+01
  3.16999800e+01  2.00898180e+01  1.16784080e+01  5.69205300e+00
  1.51984900e+00 -1.31568800e+00 -3.17965700e+00 -4.34413800e+00
 -5.00780400e+00 -5.31416300e+00 -5.36742500e+00 -5.24517200e+00
 -5.00710100e+00 -4.69958500e+00 -4.35759600e+00 -4.00584400e+00
 -3.66036100e+00 -3.33044000e+00 -3.02045300e+00 -2.73142200e+00
 -2.46223700e+00 -2.21067400e+00 -1.97426900e+00 -1.75100500e+00
 -1.53979400e+00 -1.34057200e+00 -1.15413000e+00 -9.81670000e-01
 -8.24353000e-01 -6.82934000e-01 -5.57565000e-01 -4.47820000e-01
 -3.52737000e-01 -2.71005000e-01 -2.01055000e-01 -1.41213000e-01
 -8.98060000e-02 -4.52510000e-02]",0
