Ion,Compound,Direction,Method,Distance,Energy,Cost_function
sod,dmds,scan_dmds_S_trimer,original,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 1.98560343e+03  9.37101265e+02  4.33642571e+02  1.93495656e+02
  7.77660650e+01  2.14351360e+01 -5.95761900e+00 -1.89306040e+01
 -2.46826310e+01 -2.66549180e+01 -2.66564810e+01 -2.56646270e+01
 -2.42108540e+01 -2.25836910e+01 -2.09420030e+01 -1.93626410e+01
 -1.78850830e+01 -1.65235310e+01 -1.52811240e+01 -1.41532870e+01
 -1.31316860e+01 -1.22071240e+01 -1.13702110e+01 -1.06119340e+01
 -9.92392600e+00 -9.29886600e+00 -8.72940300e+00 -8.20978900e+00
 -7.73466900e+00 -7.29939100e+00 -6.89971000e+00 -6.53192300e+00
 -6.19285100e+00 -5.87963800e+00 -5.58976600e+00 -5.32096000e+00
 -5.07133200e+00 -4.83907700e+00 -4.62263300e+00 -4.42060200e+00
 -4.23173800e+00 -4.05492500e+00 -3.88915600e+00 -3.73357300e+00
 -3.58700600e+00 -3.44959400e+00 -3.31980400e+00 -3.19715400e+00
 -3.08176600e+00 -2.97243800e+00 -2.86895400e+00 -2.77090200e+00
 -2.67790600e+00 -2.58962200e+00 -2.50573500e+00 -2.42595500e+00
 -2.35001600e+00 -2.27771000e+00 -2.20874000e+00 -2.14289600e+00
 -2.08008900e+00 -2.02004000e+00 -1.96262000e+00 -1.90763700e+00
 -1.85502400e+00 -1.80461200e+00 -1.75627800e+00 -1.70990900e+00
 -1.66539900e+00 -1.62264800e+00 -1.58156400e+00 -1.54205900e+00
 -1.50405300e+00 -1.46747000e+00 -1.43224100e+00 -1.39829500e+00
 -1.36557100e+00 -1.33401200e+00 -1.30356200e+00 -1.27416800e+00
 -1.24578200e+00 -1.21835600e+00 -1.19184900e+00 -1.16621800e+00
 -1.14142500e+00 -1.11743300e+00]",34.545
sod,dmds,scan_dmds_S_trimer,new,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 4.67884062e+03  2.45796931e+03  1.25930921e+03  6.44211384e+02
  3.29292132e+02  1.65509308e+02  7.87080290e+01  3.17246880e+01
  6.18547700e+00 -7.56523700e+00 -1.47181870e+01 -1.81372250e+01
 -1.94403390e+01 -1.95554790e+01 -1.90222230e+01 -1.81540380e+01
 -1.71344490e+01 -1.60688010e+01 -1.50172380e+01 -1.40119140e+01
 -1.30684060e+01 -1.21929080e+01 -1.13860700e+01 -1.06454700e+01
 -9.96709600e+00 -9.34622900e+00 -8.77803100e+00 -8.25756900e+00
 -7.78039700e+00 -7.34233500e+00 -6.93957400e+00 -6.56868000e+00
 -6.22653900e+00 -5.91039300e+00 -5.61776700e+00 -5.34645800e+00
 -5.09448100e+00 -4.86008700e+00 -4.64169500e+00 -4.43790000e+00
 -4.24744100e+00 -4.06918700e+00 -3.90212100e+00 -3.74532900e+00
 -3.59798600e+00 -3.45934700e+00 -3.32873500e+00 -3.20554300e+00
 -3.08921700e+00 -2.97925400e+00 -2.87519700e+00 -2.77662500e+00
 -2.68315600e+00 -2.59444600e+00 -2.51016600e+00 -2.43003200e+00
 -2.35376800e+00 -2.28113000e+00 -2.21188800e+00 -2.14583100e+00
 -2.08276500e+00 -2.02250900e+00 -1.96489900e+00 -1.90977500e+00
 -1.85700200e+00 -1.80644100e+00 -1.75797100e+00 -1.71147600e+00
 -1.66684900e+00 -1.62398900e+00 -1.58280400e+00 -1.54320600e+00
 -1.50512500e+00 -1.46846100e+00 -1.43315600e+00 -1.39914000e+00
 -1.36635200e+00 -1.33472200e+00 -1.30421400e+00 -1.27476700e+00
 -1.24633100e+00 -1.21885900e+00 -1.19230800e+00 -1.16663700e+00
 -1.14180500e+00 -1.11777800e+00]",10.107
sod,dmds,scan_lp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[267.062305 186.345649 125.607788  80.965895  48.787534  25.921695
   9.867198  -1.22027   -8.702353 -13.59404  -16.639324 -18.371548
 -19.174363 -19.326914 -19.032656 -18.439312 -17.653667 -16.752637
 -15.79145  -14.809601 -13.835076 -12.887295 -11.979192 -11.118785
 -10.310451  -9.555941  -8.855188  -8.206894  -7.608966  -7.058818
  -6.553561  -6.090177  -5.665588  -5.276749  -4.920679  -4.594532
  -4.295599  -4.021362  -3.76949   -3.537851  -3.32452   -3.127754
  -2.945994  -2.777851  -2.622079  -2.477568]",0
sod,dmds,scan_lp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.87138133e+03  8.52850006e+02  3.73534810e+02  1.51869895e+02
  4.97934150e+01  3.25490100e+00 -1.70269300e+01 -2.48714270e+01
 -2.68500040e+01 -2.62113790e+01 -2.45560660e+01 -2.25642490e+01
 -2.05359900e+01 -1.86092770e+01 -1.68403870e+01 -1.52458070e+01
 -1.38199760e+01 -1.25505540e+01 -1.14228560e+01 -1.04205620e+01
 -9.52810100e+00 -8.73307700e+00 -8.02127200e+00 -7.38448300e+00
 -6.81210000e+00 -6.29791200e+00 -5.83203200e+00 -5.41216200e+00
 -5.03002700e+00 -4.68324800e+00 -4.36727300e+00 -4.07865300e+00
 -3.81492700e+00 -3.57313200e+00 -3.35098200e+00 -3.14732100e+00
 -2.95870000e+00 -2.78511200e+00 -2.62470600e+00 -2.47622500e+00
 -2.33860400e+00 -2.21119300e+00 -2.09247800e+00 -1.98221700e+00
 -1.87930000e+00 -1.78299100e+00 -1.78299100e+00 -1.10142100e+00
 -7.25103000e-01]",8.887
sod,dmds,scan_lp,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 4.39468925e+03  2.24147016e+03  1.10038315e+03  5.31017760e+02
  2.50771073e+02  1.12374119e+02  4.36162390e+01  9.62197100e+00
 -6.88847000e+00 -1.44840650e+01 -1.75728760e+01 -1.83572440e+01
 -1.79811290e+01 -1.70523650e+01 -1.58945730e+01 -1.46755870e+01
 -1.34836670e+01 -1.23601040e+01 -1.13233820e+01 -1.03774960e+01
 -9.51987700e+00 -8.74520500e+00 -8.04521700e+00 -7.41465200e+00
 -6.84497300e+00 -6.33130400e+00 -5.86463400e+00 -5.44232900e+00
 -5.05911200e+00 -4.71021600e+00 -4.39208400e+00 -4.10136100e+00
 -3.83563700e+00 -3.59197600e+00 -3.36812200e+00 -3.16286800e+00
 -2.97280600e+00 -2.79791000e+00 -2.63632200e+00 -2.48677200e+00
 -2.34818800e+00 -2.21958900e+00 -2.10040900e+00 -1.98944100e+00
 -1.88588600e+00 -1.78880400e+00 -1.78880400e+00 -1.10397600e+00
 -7.26302000e-01]",4.270
sod,dmpl,scan_dmpl_O11_tetramer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 353.385825  199.035334   87.365851    8.420679  -46.518903  -84.210663
 -109.606951 -126.248333 -136.660075 -142.645593 -145.491332 -146.119716
 -145.197978 -143.21006  -140.506563 -137.341114 -133.896892 -130.305891
 -126.662753 -123.034606 -119.468027 -115.994192 -112.632921 -109.395861
 -106.288854 -103.313675 -100.469294  -97.752809  -95.160093  -92.68625
  -90.325918  -88.073489  -85.923275  -83.869639  -81.907087  -80.030344
  -78.234403  -76.514541  -74.866341  -73.285671  -71.768681  -70.311772
  -68.911588  -67.564983  -66.269019  -65.020946  -63.818196  -62.658373
  -61.53925   -60.458753  -59.414961  -58.406089  -57.430481  -56.486593
  -55.572987  -54.688312  -53.831301  -53.00075   -52.195521  -51.414528
  -50.656731  -49.921138  -49.206796  -48.512795  -47.838262  -47.182366
  -46.544316  -45.923356  -45.318775  -44.729897  -44.156081  -43.596729
  -43.05127   -42.519169  -41.999923  -41.493055  -40.998115  -40.514677
  -40.04234   -39.580721  -39.129459  -38.688209  -38.256641  -37.834444
  -37.421319  -37.016978]",0
sod,dmpl,scan_dmpl_O11_tetramer,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[5537.56108  3168.70188  1636.56728   804.155783  378.513283  156.542383
   37.045183  -29.408117  -67.248817  -89.007117 -100.954117 -107.439217
 -110.318217 -111.060317 -110.494317 -109.062417 -107.335017 -105.266917
 -103.074717 -100.803817  -98.568117  -96.365717  -94.220017  -92.065117
  -90.042717  -88.085917  -86.210617  -84.397017  -82.650517  -80.965317
  -79.344117  -77.783017  -76.273817  -74.811817  -73.409117  -72.056717
  -70.743817  -69.477617  -68.250217  -67.062517  -65.913617  -64.797617
  -63.721117  -62.673717  -61.657217  -60.676217  -59.721817  -58.792517
  -57.888117  -57.014917  -56.160717  -55.332717  -54.520717  -53.739017
  -52.979017  -52.234317  -51.509417  -50.804717  -50.118517  -49.447517
  -48.794717  -48.158117  -47.532617  -46.922017  -46.331717  -45.753017]",326.312
sod,dmpl,scan_dmpl_O11_tetramer,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[4367.39851  2400.87771  1237.99721   626.800512  304.816712  129.228412
   29.154912  -29.730988  -65.082388  -86.364688  -98.743188 -105.587688
 -108.960588 -110.126888 -109.904888 -108.823688 -107.085688 -105.283088
 -103.194388 -101.034088  -98.852988  -96.684188  -94.563088  -92.466388
  -90.451888  -88.513788  -86.616788  -84.737188  -82.982788  -81.308988
  -79.676788  -78.102188  -76.583088  -75.122488  -73.706988  -72.342488
  -71.016788  -69.747688  -68.513588  -67.318288  -66.168188  -65.048388
  -63.960088  -62.907588  -61.888088  -60.889588  -59.934188  -59.000488
  -58.093488  -57.211788  -56.356188  -55.523588  -54.713388  -53.926188
  -53.154688  -52.407488  -51.680788  -50.972888  -50.278988  -49.604188
  -48.946788  -48.302288  -47.677688  -47.069788  -46.472588  -45.891088]",331.560
sod,dmpl,scan_dmpl_O11_trimer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[791.675907 658.716474 533.896622 420.256266 320.145504 234.722402
 163.964854 106.949186  62.171703  27.849649   2.174073 -16.53977
 -29.778909 -38.794468 -44.602142 -48.020287 -49.698213 -50.134154
 -49.702736 -48.682652 -47.279019 -45.641047 -43.875895 -42.059372
 -40.244034 -38.465229 -36.745702 -35.099179 -33.533131 -32.050762
 -30.652343 -29.336125 -28.099017 -26.937111 -25.846063 -24.821342
 -23.858424 -22.952904 -22.100579 -21.297499 -20.539993 -19.824678
 -19.148454 -18.508491 -17.902206 -17.327239 -16.781434 -16.26281
 -15.769548 -15.299968 -14.852527 -14.425798 -14.018467 -13.629323
 -13.257253 -12.90123  -12.56031  -12.233621 -11.920359 -11.619782
 -11.331201 -11.053973 -10.787501 -10.531226 -10.284623 -10.047196
  -9.818481  -9.598036  -9.385446  -9.180319  -8.982284  -8.790994
  -8.606118  -8.427351  -8.254403  -8.087002  -7.924895  -7.767843
  -7.615622  -7.468024  -7.324851  -7.185919  -7.051052  -6.920088
  -6.792868  -6.669247]",0
sod,dmpl,scan_dmpl_O11_trimer,original,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 2.76672861e+04  2.27272266e+04  1.77928823e+04  1.32122454e+04
  9.29035227e+03  6.19750457e+03  3.94624887e+03  2.42071417e+03
  1.44596017e+03  8.41400574e+02  4.83005374e+02  2.64251374e+02
  1.36056574e+02  6.13151740e+01  1.80831740e+01 -6.88442600e+00
 -2.10798260e+01 -2.89332260e+01 -3.30499260e+01 -3.49788260e+01
 -3.55741260e+01 -3.54062260e+01 -3.47967260e+01 -3.39494260e+01
 -3.29713260e+01 -3.19296260e+01 -3.08983260e+01 -2.99028260e+01
 -2.88379260e+01 -2.78744260e+01 -2.69370260e+01 -2.60808260e+01
 -2.52209260e+01 -2.44073260e+01 -2.35715260e+01 -2.28260260e+01
 -2.21763260e+01 -2.14940260e+01 -2.07964260e+01 -2.01727260e+01
 -1.96468260e+01 -1.90256260e+01 -1.85465260e+01 -1.80230260e+01
 -1.75298260e+01 -1.70117260e+01 -1.65515260e+01 -1.61001260e+01
 -1.56851260e+01 -1.52816260e+01 -1.48955260e+01 -1.45214260e+01
 -1.41653260e+01 -1.38209260e+01 -1.34904260e+01 -1.31634260e+01
 -1.28628260e+01 -1.26308260e+01 -1.22715260e+01 -1.20572260e+01
 -1.17921260e+01 -1.14741260e+01 -1.12188260e+01 -1.10402260e+01
 -1.08084260e+01 -1.05240260e+01 -1.02988260e+01 -1.01390260e+01
 -9.88642600e+00 -9.68822600e+00 -9.49062600e+00 -9.29562600e+00
 -9.17742600e+00 -9.00032600e+00 -8.76992600e+00 -8.66252600e+00
 -8.43522600e+00 -8.27772600e+00 -8.12402600e+00 -8.03842600e+00
 -7.83252600e+00 -7.68702600e+00 -7.55232600e+00 -7.41702600e+00
 -7.28842600e+00 -7.16892600e+00]",66.440
sod,dmpl,scan_dmpl_O11_trimer,new,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 2.96063608e+04  2.44505471e+04  1.92570836e+04  1.43972652e+04
  1.01960645e+04  6.84754776e+03  4.38491736e+03  2.70130736e+03
  1.61739126e+03  9.44615062e+02  5.44157862e+02  2.99808062e+02
  1.56629262e+02  7.30351620e+01  2.43763620e+01 -3.48153800e+00
 -1.94278380e+01 -2.82951380e+01 -3.29824380e+01 -3.52144380e+01
 -3.60171380e+01 -3.60562380e+01 -3.53820380e+01 -3.45379380e+01
 -3.35508380e+01 -3.25005380e+01 -3.14354380e+01 -3.03828380e+01
 -2.93617380e+01 -2.84210380e+01 -2.73891380e+01 -2.64695380e+01
 -2.55888380e+01 -2.47615380e+01 -2.40210380e+01 -2.32566380e+01
 -2.25358380e+01 -2.18026380e+01 -2.11864380e+01 -2.05595380e+01
 -1.99604380e+01 -1.93250380e+01 -1.87805380e+01 -1.82533380e+01
 -1.77457380e+01 -1.72791380e+01 -1.68070380e+01 -1.64210380e+01
 -1.59360380e+01 -1.55313380e+01 -1.51410380e+01 -1.47580380e+01
 -1.44505380e+01 -1.40997380e+01 -1.36963380e+01 -1.33679380e+01
 -1.30569380e+01 -1.27530380e+01 -1.24622380e+01 -1.21786380e+01
 -1.19091380e+01 -1.16464380e+01 -1.13898380e+01 -1.11453380e+01
 -1.09074380e+01 -1.06788380e+01 -1.04551380e+01 -1.02390380e+01
 -1.00307380e+01 -9.82753800e+00 -9.62653800e+00 -9.43463800e+00
 -9.24923800e+00 -9.07193800e+00 -8.96073800e+00 -8.78733800e+00
 -8.62373800e+00 -8.40663800e+00 -8.31053800e+00 -8.09903800e+00
 -7.95213800e+00 -7.86773800e+00 -7.72973800e+00 -7.59383800e+00
 -7.46023800e+00 -7.33403800e+00]",66.745
sod,dmpl,scan_dmpl_O13_tetramer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[1593.981219 1176.525642  805.357687  510.762284  295.544574  143.741459
   38.651549  -33.021745  -81.151106 -112.863448 -133.199777 -145.672148
 -152.716414 -156.029534 -156.794121 -155.831216 -153.712756 -150.837547
 -147.483035 -143.84182  -140.047434 -136.192461 -132.341206 -128.538406
 -124.814972 -121.191755 -117.68215  -114.294064 -111.031469 -107.895584
 -104.885698 -101.999765  -99.234796  -96.587149  -94.052744  -91.62722
  -89.30606   -87.084685  -84.958515  -82.923035  -80.97383   -79.106611
  -77.317251  -75.601785  -73.956426  -72.377567  -70.861776  -69.405789
  -68.006507  -66.660988  -65.366439  -64.120213  -62.919806  -61.762853
  -60.647127  -59.570539  -58.531127  -57.527062  -56.556629  -55.618233
  -54.710378  -53.831667  -52.980791  -52.156513  -51.357669  -50.583153
  -49.831915  -49.102953  -48.395309  -47.70807   -47.040359  -46.391345
  -45.760229  -45.146256  -44.548706  -43.966897  -43.400184  -42.847958
  -42.309643  -41.784696  -41.272605  -40.772885  -40.28508   -39.808759
  -39.343512  -38.888954]",0
sod,dmpl,scan_dmpl_O13_tetramer,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[19814.1386   15364.8868   10610.8324    6300.4656    3259.8127
  1546.6498     690.252503   277.346503    77.582503   -20.388697
   -68.515197   -91.879497  -102.658097  -107.008297  -108.058197
  -107.247297  -105.628097  -103.461297  -101.175597   -98.737397
   -96.344397   -94.038997   -91.711197   -89.508497   -87.443597
   -85.390197   -83.432397   -81.560197   -79.764397   -78.043097
   -76.391897   -74.806497   -73.282397   -71.784397   -70.418997
   -69.064597   -67.722897   -66.507897   -65.292497   -64.128797
   -63.002097   -61.914297   -60.859297   -59.845197   -58.860797
   -57.909297   -56.982397   -56.088897   -55.222597   -54.385297
   -53.579297   -52.780497   -52.012697   -51.263997   -50.507697
   -49.840897   -49.145697   -48.478897   -47.833097   -47.153997
   -46.535997   -45.977797   -45.348497   -44.774697   -44.253097
   -43.671297]",506.819
sod,dmpl,scan_dmpl_O13_tetramer,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[16903.3706   12495.8018    8058.86695   4423.87315   2155.13655
   981.947554   417.716354   148.478054    18.161954   -45.970946
   -77.752346   -93.368246  -100.637446  -103.586846  -104.246746
  -103.585946  -102.241146  -100.475646   -98.591846   -96.531346
   -94.516146   -92.439547   -90.416946   -88.428546   -86.500246
   -84.653646   -82.813646   -81.062346   -79.355946   -77.710246
   -76.121446   -74.587646   -73.111746   -71.642146   -70.303346
   -68.973346   -67.648346   -66.449246   -65.247946   -64.094146
   -62.975546   -61.900246   -60.851946   -59.838946   -58.860546
   -57.910946   -56.990846   -56.091646   -55.226146   -54.393847
   -53.587046   -52.787946   -52.019846   -51.273646   -50.561146
   -49.859846   -49.154546   -48.485346   -47.840246   -47.160746
   -46.541046   -45.978546   -45.355846   -44.779146   -44.257246
   -43.675546]",534.878
sod,dmpl,scan_dmpl_O13_trimer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[408.175396 301.906129 214.849963 145.274048  90.989595  49.605469
  18.766914  -3.765078 -19.89742  -31.149048 -38.721555 -43.553302
 -46.367336 -47.715006 -48.012646 -47.571777 -46.623659 -45.338791
 -43.8419   -42.223311 -40.547526 -38.859972 -37.19237  -35.566704
 -33.997727 -32.494512 -31.06183  -29.701409 -28.412958 -27.194854
 -26.044608 -24.959182 -23.935211 -22.969188 -22.057593 -21.196986
 -20.384067 -19.615723 -18.889033 -18.201273 -17.549908 -16.932578
 -16.347088 -15.791393 -15.263589 -14.761902 -14.284681 -13.830392
 -13.397612 -12.985016 -12.591381 -12.21557  -11.856531 -11.513291
 -11.184945 -10.870659 -10.569651 -10.281199 -10.004629  -9.739307
  -9.484643  -9.240083  -9.005103  -8.77921   -8.561938  -8.352848
  -8.151527  -7.957582  -7.770645  -7.590367  -7.416422  -7.248503
  -7.086322  -6.929608  -6.778109  -6.631585  -6.489815  -6.352588
  -6.219709  -6.090989  -5.966257  -5.845346  -5.7281    -5.614373
  -5.504023  -5.39692 ]",0
